out_msg=None: in_msg=[src=0, dest=2, size=2, addr=384, type=GET_INSTR]: delay=0
out_msg=[src=0, dest=2, size=2, addr=384, type=GET_INSTR]: in_msg=[src=2, dest=0, size=5, addr=384, type=DATA]: delay=72
out_msg=[src=0, dest=3, size=2, addr=606912, type=GETX]: in_msg=[src=3, dest=0, size=5, addr=606912, type=DATA]: delay=72
out_msg=[src=3, dest=0, size=5, addr=606912, type=DATA]: in_msg=[src=0, dest=3, size=2, addr=606912, type=EXCLUSIVE_UNBLOCK]: delay=3
out_msg=[src=3, dest=0, size=5, addr=606912, type=DATA]: in_msg=[src=0, dest=3, size=2, addr=168640, type=GET_INSTR]: delay=6
out_msg=[src=0, dest=3, size=2, addr=168640, type=GET_INSTR]: in_msg=[src=3, dest=0, size=5, addr=168640, type=DATA]: delay=72
out_msg=[src=3, dest=0, size=5, addr=168640, type=DATA]: in_msg=[src=0, dest=1, size=2, addr=78656, type=GET_INSTR]: delay=112
out_msg=[src=0, dest=1, size=2, addr=78656, type=GET_INSTR]: in_msg=[src=1, dest=0, size=5, addr=78656, type=DATA]: delay=72
out_msg=[src=1, dest=0, size=5, addr=78656, type=DATA]: in_msg=[src=0, dest=0, size=2, addr=606976, type=EXCLUSIVE_UNBLOCK]: delay=109
out_msg=[src=1, dest=0, size=5, addr=78656, type=DATA]: in_msg=[src=0, dest=2, size=2, addr=311168, type=GET_INSTR]: delay=118
out_msg=[src=0, dest=2, size=2, addr=311168, type=GET_INSTR]: in_msg=[src=2, dest=0, size=5, addr=311168, type=DATA]: delay=72
out_msg=[src=2, dest=0, size=5, addr=311168, type=DATA]: in_msg=[src=0, dest=1, size=2, addr=311104, type=GET_INSTR]: delay=72
out_msg=[src=0, dest=1, size=2, addr=311104, type=GET_INSTR]: in_msg=[src=1, dest=0, size=5, addr=311104, type=DATA]: delay=72
out_msg=[src=1, dest=0, size=5, addr=311104, type=DATA]: in_msg=[src=0, dest=1, size=2, addr=46656, type=GET_INSTR]: delay=136
out_msg=[src=0, dest=1, size=2, addr=46656, type=GET_INSTR]: in_msg=[src=1, dest=0, size=5, addr=46656, type=DATA]: delay=72
out_msg=[src=1, dest=0, size=5, addr=46656, type=DATA]: in_msg=[src=0, dest=2, size=2, addr=46720, type=GET_INSTR]: delay=18
out_msg=[src=0, dest=2, size=2, addr=46720, type=GET_INSTR]: in_msg=[src=2, dest=0, size=5, addr=46720, type=DATA]: delay=72
out_msg=[src=2, dest=0, size=5, addr=46720, type=DATA]: in_msg=[src=0, dest=3, size=2, addr=46784, type=GET_INSTR]: delay=32
out_msg=[src=0, dest=3, size=2, addr=46784, type=GET_INSTR]: in_msg=[src=3, dest=0, size=5, addr=46784, type=DATA]: delay=72
out_msg=[src=3, dest=0, size=5, addr=46784, type=DATA]: in_msg=[src=0, dest=1, size=2, addr=46912, type=GET_INSTR]: delay=88
out_msg=[src=0, dest=1, size=2, addr=46912, type=GET_INSTR]: in_msg=[src=1, dest=0, size=5, addr=46912, type=DATA]: delay=72
out_msg=[src=1, dest=0, size=5, addr=46912, type=DATA]: in_msg=[src=0, dest=2, size=2, addr=166528, type=GET_INSTR]: delay=40
out_msg=[src=0, dest=2, size=2, addr=166528, type=GET_INSTR]: in_msg=[src=2, dest=0, size=5, addr=166528, type=DATA]: delay=72
out_msg=[src=2, dest=0, size=5, addr=166528, type=DATA]: in_msg=[src=0, dest=2, size=2, addr=166784, type=GET_INSTR]: delay=62
out_msg=[src=0, dest=2, size=2, addr=166784, type=GET_INSTR]: in_msg=[src=2, dest=0, size=5, addr=166784, type=DATA]: delay=72
out_msg=[src=2, dest=0, size=5, addr=166784, type=DATA]: in_msg=[src=0, dest=3, size=2, addr=166592, type=GET_INSTR]: delay=20
out_msg=[src=0, dest=3, size=2, addr=166592, type=GET_INSTR]: in_msg=[src=3, dest=0, size=5, addr=166592, type=DATA]: delay=72
out_msg=[src=3, dest=0, size=5, addr=166592, type=DATA]: in_msg=[src=0, dest=2, size=2, addr=163456, type=GET_INSTR]: delay=102
out_msg=[src=0, dest=2, size=2, addr=163456, type=GET_INSTR]: in_msg=[src=2, dest=0, size=5, addr=163456, type=DATA]: delay=72
out_msg=[src=2, dest=0, size=5, addr=163456, type=DATA]: in_msg=[src=0, dest=2, size=2, addr=169344, type=GET_INSTR]: delay=38
out_msg=[src=0, dest=2, size=2, addr=169344, type=GET_INSTR]: in_msg=[src=2, dest=0, size=5, addr=169344, type=DATA]: delay=72
out_msg=[src=2, dest=0, size=5, addr=169344, type=DATA]: in_msg=[src=0, dest=2, size=2, addr=46976, type=GET_INSTR]: delay=54
out_msg=[src=0, dest=2, size=2, addr=46976, type=GET_INSTR]: in_msg=[src=2, dest=0, size=5, addr=46976, type=DATA]: delay=72
out_msg=[src=2, dest=0, size=5, addr=46976, type=DATA]: in_msg=[src=0, dest=3, size=2, addr=47040, type=GET_INSTR]: delay=48
out_msg=[src=0, dest=3, size=2, addr=47040, type=GET_INSTR]: in_msg=[src=3, dest=0, size=5, addr=47040, type=DATA]: delay=72
out_msg=[src=3, dest=0, size=5, addr=47040, type=DATA]: in_msg=[src=0, dest=0, size=2, addr=618496, type=EXCLUSIVE_UNBLOCK]: delay=259
out_msg=[src=3, dest=0, size=5, addr=47040, type=DATA]: in_msg=[src=0, dest=1, size=2, addr=607040, type=GETX]: delay=2342
out_msg=[src=0, dest=1, size=2, addr=607040, type=GETX]: in_msg=[src=1, dest=0, size=5, addr=607040, type=DATA]: delay=72
out_msg=[src=1, dest=0, size=5, addr=607040, type=DATA]: in_msg=[src=0, dest=1, size=2, addr=607040, type=EXCLUSIVE_UNBLOCK]: delay=3
out_msg=[src=1, dest=0, size=5, addr=607040, type=DATA]: in_msg=[src=0, dest=1, size=2, addr=163136, type=GET_INSTR]: delay=6
out_msg=[src=0, dest=1, size=2, addr=163136, type=GET_INSTR]: in_msg=[src=1, dest=0, size=5, addr=163136, type=DATA]: delay=72
out_msg=[src=1, dest=0, size=5, addr=163136, type=DATA]: in_msg=[src=0, dest=2, size=2, addr=163200, type=GET_INSTR]: delay=18
out_msg=[src=0, dest=2, size=2, addr=163200, type=GET_INSTR]: in_msg=[src=2, dest=0, size=5, addr=163200, type=DATA]: delay=72
out_msg=[src=2, dest=0, size=5, addr=163200, type=DATA]: in_msg=[src=0, dest=2, size=2, addr=168832, type=GET_INSTR]: delay=130
out_msg=[src=0, dest=2, size=2, addr=168832, type=GET_INSTR]: in_msg=[src=2, dest=0, size=5, addr=168832, type=DATA]: delay=72
out_msg=[src=2, dest=0, size=5, addr=168832, type=DATA]: in_msg=[src=0, dest=3, size=2, addr=168896, type=GET_INSTR]: delay=60
out_msg=[src=0, dest=3, size=2, addr=168896, type=GET_INSTR]: in_msg=[src=3, dest=0, size=5, addr=168896, type=DATA]: delay=72
out_msg=[src=3, dest=0, size=5, addr=168896, type=DATA]: in_msg=[src=0, dest=3, size=2, addr=79040, type=GET_INSTR]: delay=26
out_msg=[src=0, dest=3, size=2, addr=79040, type=GET_INSTR]: in_msg=[src=3, dest=0, size=5, addr=79040, type=DATA]: delay=72
out_msg=[src=3, dest=0, size=5, addr=79040, type=DATA]: in_msg=[src=0, dest=3, size=2, addr=163264, type=GET_INSTR]: delay=256
out_msg=[src=0, dest=3, size=2, addr=163264, type=GET_INSTR]: in_msg=[src=3, dest=0, size=5, addr=163264, type=DATA]: delay=72
out_msg=[src=3, dest=0, size=5, addr=163264, type=DATA]: in_msg=[src=0, dest=1, size=2, addr=163392, type=GET_INSTR]: delay=58
out_msg=[src=0, dest=1, size=2, addr=163392, type=GET_INSTR]: in_msg=[src=1, dest=0, size=5, addr=163392, type=DATA]: delay=72
out_msg=[src=1, dest=0, size=5, addr=163392, type=DATA]: in_msg=[src=0, dest=1, size=2, addr=113984, type=GET_INSTR]: delay=194
out_msg=[src=0, dest=1, size=2, addr=113984, type=GET_INSTR]: in_msg=[src=1, dest=0, size=5, addr=113984, type=DATA]: delay=72
out_msg=[src=1, dest=0, size=5, addr=113984, type=DATA]: in_msg=[src=0, dest=1, size=2, addr=114496, type=GET_INSTR]: delay=156
out_msg=[src=0, dest=1, size=2, addr=114496, type=GET_INSTR]: in_msg=[src=1, dest=0, size=5, addr=114496, type=DATA]: delay=72
out_msg=[src=1, dest=0, size=5, addr=114496, type=DATA]: in_msg=[src=0, dest=2, size=2, addr=43136, type=GET_INSTR]: delay=62
out_msg=[src=0, dest=2, size=2, addr=43136, type=GET_INSTR]: in_msg=[src=2, dest=0, size=5, addr=43136, type=DATA]: delay=72
out_msg=[src=2, dest=0, size=5, addr=43136, type=DATA]: in_msg=[src=0, dest=3, size=2, addr=43200, type=GET_INSTR]: delay=60
out_msg=[src=0, dest=3, size=2, addr=43200, type=GET_INSTR]: in_msg=[src=3, dest=0, size=5, addr=43200, type=DATA]: delay=72
out_msg=[src=3, dest=0, size=5, addr=43200, type=DATA]: in_msg=[src=0, dest=1, size=2, addr=382016, type=GET_INSTR]: delay=71
out_msg=[src=0, dest=1, size=2, addr=382016, type=GET_INSTR]: in_msg=[src=1, dest=0, size=5, addr=382016, type=DATA]: delay=4
out_msg=[src=1, dest=0, size=5, addr=382016, type=DATA]: in_msg=[src=0, dest=2, size=2, addr=348544, type=GET_INSTR]: delay=50
out_msg=[src=0, dest=2, size=2, addr=348544, type=GET_INSTR]: in_msg=[src=2, dest=0, size=5, addr=348544, type=DATA]: delay=72
out_msg=[src=2, dest=0, size=5, addr=348544, type=DATA]: in_msg=[src=0, dest=0, size=2, addr=603136, type=EXCLUSIVE_UNBLOCK]: delay=81
out_msg=[src=2, dest=0, size=5, addr=348544, type=DATA]: in_msg=[src=0, dest=3, size=2, addr=348608, type=GET_INSTR]: delay=90
out_msg=[src=0, dest=3, size=2, addr=348608, type=GET_INSTR]: in_msg=[src=3, dest=0, size=5, addr=348608, type=DATA]: delay=72
out_msg=[src=3, dest=0, size=5, addr=348608, type=DATA]: in_msg=[src=0, dest=1, size=2, addr=34624, type=GET_INSTR]: delay=40
out_msg=[src=0, dest=1, size=2, addr=34624, type=GET_INSTR]: in_msg=[src=1, dest=0, size=5, addr=34624, type=DATA]: delay=72
out_msg=[src=1, dest=0, size=5, addr=34624, type=DATA]: in_msg=[src=0, dest=1, size=2, addr=34368, type=GET_INSTR]: delay=6
out_msg=[src=0, dest=1, size=2, addr=34368, type=GET_INSTR]: in_msg=[src=1, dest=0, size=5, addr=34368, type=DATA]: delay=72
out_msg=[src=1, dest=0, size=5, addr=34368, type=DATA]: in_msg=[src=0, dest=2, size=2, addr=34432, type=GET_INSTR]: delay=44
out_msg=[src=0, dest=2, size=2, addr=34432, type=GET_INSTR]: in_msg=[src=2, dest=0, size=5, addr=34432, type=DATA]: delay=72
out_msg=[src=2, dest=0, size=5, addr=34432, type=DATA]: in_msg=[src=0, dest=3, size=2, addr=34496, type=GET_INSTR]: delay=104
out_msg=[src=0, dest=3, size=2, addr=34496, type=GET_INSTR]: in_msg=[src=3, dest=0, size=5, addr=34496, type=DATA]: delay=72
out_msg=[src=3, dest=0, size=5, addr=34496, type=DATA]: in_msg=[src=0, dest=3, size=2, addr=484288, type=GETS]: delay=176
out_msg=[src=0, dest=3, size=2, addr=484288, type=GETS]: in_msg=[src=3, dest=0, size=5, addr=484288, type=DATA_EXCLUSIVE]: delay=72
out_msg=[src=3, dest=0, size=5, addr=484288, type=DATA_EXCLUSIVE]: in_msg=[src=0, dest=3, size=2, addr=484288, type=EXCLUSIVE_UNBLOCK]: delay=3
out_msg=[src=3, dest=0, size=5, addr=484288, type=DATA_EXCLUSIVE]: in_msg=[src=0, dest=3, size=2, addr=49088, type=GET_INSTR]: delay=8
out_msg=[src=0, dest=3, size=2, addr=49088, type=GET_INSTR]: in_msg=[src=3, dest=0, size=5, addr=49088, type=DATA]: delay=72
out_msg=[src=3, dest=0, size=5, addr=49088, type=DATA]: in_msg=[src=0, dest=1, size=2, addr=48448, type=GET_INSTR]: delay=20
out_msg=[src=0, dest=1, size=2, addr=48448, type=GET_INSTR]: in_msg=[src=1, dest=0, size=5, addr=48448, type=DATA]: delay=72
out_msg=[src=1, dest=0, size=5, addr=48448, type=DATA]: in_msg=[src=0, dest=2, size=2, addr=48512, type=GET_INSTR]: delay=54
out_msg=[src=0, dest=2, size=2, addr=48512, type=GET_INSTR]: in_msg=[src=2, dest=0, size=5, addr=48512, type=DATA]: delay=72
out_msg=[src=2, dest=0, size=5, addr=48512, type=DATA]: in_msg=[src=0, dest=1, size=2, addr=524096, type=GETS]: delay=10
out_msg=[src=0, dest=1, size=2, addr=524096, type=GETS]: in_msg=[src=1, dest=0, size=5, addr=524096, type=DATA_EXCLUSIVE]: delay=72
out_msg=[src=1, dest=0, size=5, addr=524096, type=DATA_EXCLUSIVE]: in_msg=[src=0, dest=1, size=2, addr=524096, type=EXCLUSIVE_UNBLOCK]: delay=3
out_msg=[src=1, dest=0, size=5, addr=524096, type=DATA_EXCLUSIVE]: in_msg=[src=0, dest=1, size=2, addr=48704, type=GET_INSTR]: delay=106
out_msg=[src=0, dest=1, size=2, addr=48704, type=GET_INSTR]: in_msg=[src=1, dest=0, size=5, addr=48704, type=DATA]: delay=72
out_msg=[src=1, dest=0, size=5, addr=48704, type=DATA]: in_msg=[src=0, dest=2, size=2, addr=524160, type=GETS]: delay=6
out_msg=[src=0, dest=2, size=2, addr=524160, type=GETS]: in_msg=[src=2, dest=0, size=5, addr=524160, type=DATA_EXCLUSIVE]: delay=72
out_msg=[src=2, dest=0, size=5, addr=524160, type=DATA_EXCLUSIVE]: in_msg=[src=0, dest=2, size=2, addr=524160, type=EXCLUSIVE_UNBLOCK]: delay=3
out_msg=[src=2, dest=0, size=5, addr=524160, type=DATA_EXCLUSIVE]: in_msg=[src=0, dest=3, size=2, addr=48576, type=GET_INSTR]: delay=12
out_msg=[src=0, dest=3, size=2, addr=48576, type=GET_INSTR]: in_msg=[src=3, dest=0, size=5, addr=48576, type=DATA]: delay=72
out_msg=[src=3, dest=0, size=5, addr=48576, type=DATA]: in_msg=[src=0, dest=3, size=2, addr=524224, type=GETS]: delay=108
out_msg=[src=0, dest=3, size=2, addr=524224, type=GETS]: in_msg=[src=3, dest=0, size=5, addr=524224, type=DATA_EXCLUSIVE]: delay=72
out_msg=[src=3, dest=0, size=5, addr=524224, type=DATA_EXCLUSIVE]: in_msg=[src=0, dest=3, size=2, addr=524224, type=EXCLUSIVE_UNBLOCK]: delay=3
out_msg=[src=3, dest=0, size=5, addr=524224, type=DATA_EXCLUSIVE]: in_msg=[src=0, dest=2, size=2, addr=525440, type=GETS]: delay=176
out_msg=[src=0, dest=2, size=2, addr=525440, type=GETS]: in_msg=[src=2, dest=0, size=5, addr=525440, type=DATA_EXCLUSIVE]: delay=72
out_msg=[src=2, dest=0, size=5, addr=525440, type=DATA_EXCLUSIVE]: in_msg=[src=0, dest=2, size=2, addr=525440, type=EXCLUSIVE_UNBLOCK]: delay=3
out_msg=[src=2, dest=0, size=5, addr=525440, type=DATA_EXCLUSIVE]: in_msg=[src=0, dest=3, size=2, addr=525504, type=GETS]: delay=40
out_msg=[src=0, dest=3, size=2, addr=525504, type=GETS]: in_msg=[src=3, dest=0, size=5, addr=525504, type=DATA_EXCLUSIVE]: delay=72
out_msg=[src=3, dest=0, size=5, addr=525504, type=DATA_EXCLUSIVE]: in_msg=[src=0, dest=3, size=2, addr=525504, type=EXCLUSIVE_UNBLOCK]: delay=3
out_msg=[src=3, dest=0, size=5, addr=525504, type=DATA_EXCLUSIVE]: in_msg=[src=0, dest=1, size=2, addr=49216, type=GET_INSTR]: delay=190
out_msg=[src=0, dest=1, size=2, addr=49216, type=GET_INSTR]: in_msg=[src=1, dest=0, size=5, addr=49216, type=DATA]: delay=72
out_msg=[src=1, dest=0, size=5, addr=49216, type=DATA]: in_msg=[src=0, dest=3, size=2, addr=163008, type=GET_INSTR]: delay=24
out_msg=[src=0, dest=3, size=2, addr=163008, type=GET_INSTR]: in_msg=[src=3, dest=0, size=5, addr=163008, type=DATA]: delay=72
out_msg=[src=3, dest=0, size=5, addr=163008, type=DATA]: in_msg=[src=0, dest=3, size=2, addr=47296, type=GET_INSTR]: delay=16
out_msg=[src=0, dest=3, size=2, addr=47296, type=GET_INSTR]: in_msg=[src=3, dest=0, size=5, addr=47296, type=DATA]: delay=72
out_msg=[src=3, dest=0, size=5, addr=47296, type=DATA]: in_msg=[src=0, dest=2, size=2, addr=167040, type=GET_INSTR]: delay=230
out_msg=[src=0, dest=2, size=2, addr=167040, type=GET_INSTR]: in_msg=[src=2, dest=0, size=5, addr=167040, type=DATA]: delay=72
out_msg=[src=2, dest=0, size=5, addr=167040, type=DATA]: in_msg=[src=0, dest=2, size=2, addr=47488, type=GET_INSTR]: delay=70
out_msg=[src=0, dest=2, size=2, addr=47488, type=GET_INSTR]: in_msg=[src=2, dest=0, size=5, addr=47488, type=DATA]: delay=72
out_msg=[src=2, dest=0, size=5, addr=47488, type=DATA]: in_msg=[src=0, dest=1, size=2, addr=47424, type=GET_INSTR]: delay=26
out_msg=[src=0, dest=1, size=2, addr=47424, type=GET_INSTR]: in_msg=[src=1, dest=0, size=5, addr=47424, type=DATA]: delay=72
out_msg=[src=1, dest=0, size=5, addr=47424, type=DATA]: in_msg=[src=0, dest=1, size=2, addr=525376, type=GETS]: delay=360
out_msg=[src=0, dest=1, size=2, addr=525376, type=GETS]: in_msg=[src=1, dest=0, size=5, addr=525376, type=DATA_EXCLUSIVE]: delay=72
out_msg=[src=1, dest=0, size=5, addr=525376, type=DATA_EXCLUSIVE]: in_msg=[src=0, dest=1, size=2, addr=525376, type=EXCLUSIVE_UNBLOCK]: delay=3
out_msg=[src=1, dest=0, size=5, addr=525376, type=DATA_EXCLUSIVE]: in_msg=[src=0, dest=3, size=2, addr=78528, type=GET_INSTR]: delay=80
out_msg=[src=0, dest=3, size=2, addr=78528, type=GET_INSTR]: in_msg=[src=3, dest=0, size=5, addr=78528, type=DATA]: delay=72
out_msg=[src=3, dest=0, size=5, addr=78528, type=DATA]: in_msg=[src=3, dest=0, size=5, addr=78528, type=DATA]: delay=0
